|cash|mkt|feature_max_mkt|feature_prev_1_max_mkt|feature_prev_2_max_mkt
71|0.0|19517.015276|19517.015276|19072.003858|19072.003858
72|0.0|11117.07688|11340.10476|11340.10476|11340.10476
73|0.0|1272.5972|1272.5972|1005.50784|1005.50784
74|0.0|839.12595|839.12595|821.54188|821.54188
75|0.0|17317.71461|17317.71461|16752.27845|16752.27845
76|0.0|742918.13115|742918.13115|731481.20713|731481.20713
77|62.58000000000175|78087.26|78087.26|77611.69|77611.69
78|0.0|164005.66767|170695.99206|170695.99206|170695.99206
79|-7.275957614183426e-12|40832.15504|43923.42486|44528.7786|44528.7786
80|0.0|80414.28407|80414.28407|79472.68057|79472.68057
81|0.0|984549.05521|984549.05521||
82|0.0|460234.44692|460234.44692|446407.5165|446407.5165
83|0.0|240231.16787|240231.16787|238948.04867|238948.04867
84|0.0|38505.49|38505.49|38505.17|38505.17
85|0.0|551118.26176|551118.26176|545650.49386|545650.49386
86|0.0|144289.85041|144289.85041|140205.0421|140205.0421
87|0.0|38626.54156|38626.54156||
88|0.0|102352.02149|102352.02149|99934.81264|99934.81264
89|0.0|60501.67264|60501.67264|59707.18314|59707.18314
90|0.0|115932.42832|119389.40712|119389.40712|119389.40712
91|0.0|59036.03|59036.03|57780.46|57780.46
92|0.0|778196.37|778196.37|751046.29|751046.29
93|0.0|163134.49|163134.49|161483.95|161483.95
94|0.0|1315.09323|1331.38809|1331.38809|1331.38809
95|0.0|134673.81875|134673.81875|134235.10435|134235.10435
96|0.0|87813.01531|87813.01531|85353.24776|85353.24776
97|0.0|5207.1552|5207.1552|5206.98284|5206.98284
98|0.0|213981.71432|213981.71432|210518.80805|210518.80805
99|0.0|6064.68554|6064.68554||
100|36.499999999970896|171304.05|172630.8|172630.8|172630.8
101|0.0|1520976.17176|1520976.17176|1479391.38358|1479391.38358
102|0.0|949018.23815|949018.23815|918797.66951|918797.66951
103|0.0|8789.49658|8789.49658|8620.16256|8620.16256
104|0.0|14476.24168|14476.24168|14007.36202|14007.36202
105|0.0|255565.09583|255565.09583|250084.20335|250084.20335
106|0.0|24338.37837|24338.37837|23370.52761|23370.52761
107|0.0|36321.54271|36321.54271|33910.80744|33910.80744
108|20.919999999998254|52962.339|52962.339|51011.79|51011.79
109|0.0|90229.42865|90229.42865|87218.81852|87218.81852
110|0.0|861162.4|861162.4|855058.8|855058.8
111|0.0|1500.0|1500.0||
112|0.0|9978.90073|9978.90073|9580.21294|9580.21294
113|2.729999999981373|197335.741927|197335.741927|192951.082846|192951.082846
114|0.0|1389856.62344|1389856.62344|1352616.94418|1352616.94418
115|0.0|482268.08143|488347.98764|488347.98764|488347.98764
116|0.0|2395.71052|2416.2489|2416.2489|2416.2489
117|0.0|14778.37|14778.37|13398.32|13398.32
118|0.0|14865.2163|14865.2163||
119|0.0|95947.86218|95947.86218|91190.67131|91190.67131
120|0.0|26057.955|26057.955||
121|0.0|4742.99056|4742.99056|4501.4904|4501.4904
122|0.0|23778.565529|23778.565529|23485.496877|23485.496877
123|0.0|120302.33|120302.33|119547.27|119547.27
124|0.0|2240.0|2240.0||
125|0.0|607670.92743|607670.92743|609882.3874|609882.3874
126|-9.094947017729282e-13|7346.50444|7346.50444|7045.19894|7045.19894
127|0.0|266.96248|266.96248||
128|0.0|22260.91545|22859.21586|22859.21586|22859.21586
129|0.0|125409.7091|125409.7091|122387.20014|122387.20014
130|0.0|135878.18313|135878.18313|135099.65353|135099.65353
131|0.0|213572.92423|213572.92423|213490.34716|213490.34716
132|0.0|259061.77147|292496.50057|292496.50057|292496.50057
133|0.0|32620.744|32620.744|32044.57473|32044.57473
134|0.0|325302.56|325302.56||
135|1.4551915228366852e-11|76428.66176|76428.66176|75753.71348|75753.71348
136|0.0|18027.43326|18027.43326|17493.36133|17493.36133
137|31.739999999990687|275277.99341|275277.99341|274601.8108|274601.8108
138|-2.9103830456733704e-11|146255.12449|146255.12449|145426.19367|145426.19367
139|0.0|833.202256|833.202256|737.826367|737.826367
140|0.0|142311.3368|142311.3368|141734.3868|141734.3868
141|0.0|85008.18369|85008.18369||
142|0.0|6739.14909|6849.30822|6849.30822|6849.30822
143|104.27999999999884|90715.0|93551.71|93551.71|93551.71
144|26.839999999967404|555842.62053|555842.62053|532422.03659|532422.03659
145|0.0|436266.39655|436266.39655|285177.17695|285177.17695
146|0.0|636937.66806|636937.66806|607798.17481|607798.17481
147|0.0|1889589.53339|1894206.28427|1894206.28427|1894206.28427
148|105.31999999999243|61206.31|61206.31|59834.54|59834.54
149|217.52000000001863|535096.33533|535096.33533|534217.65672|534217.65672
150|0.0|540740.14541|540740.14541|524690.89434|524690.89434
151|0.0|19530.24153|19530.24153|16694.2281|16694.2281
152|0.0|1728.940953|1728.940953|1635.983775|1635.983775
153|0.0|10181.44425|10181.44425|10001.48302|10001.48302
154|0.0|119657.36096|119657.36096|117803.27678|117803.27678
155|0.0|81911.88447|81911.88447|81439.15399|81439.15399
156|0.0|49891.87506|49891.87506|49238.55097|49238.55097
157|0.0|4915.44774|4915.44774|4827.09656|4827.09656
158|0.0|185579.42|185579.42||
159|0.0|936913.46|936913.46|935678.26|935678.26
160|0.0|1002242.99377|1002242.99377|974530.24164|974530.24164
161|0.0|1199.23175|1199.23175|870.7104|870.7104
162|0.0|120595.40606|120595.40606|118213.29986|118213.29986
163|152.29000000000815|124183.57|133153.89|136083.76|136083.76
164|0.0|11238.47771|11238.47771|11140.74537|11140.74537
165|0.0|113.3713|113.91044|115.22238|115.22238
166|7420.380000000005|495284.868953|495284.868953||
167|45.07999999995809|510309.97|510309.97|506239.21|506239.21
168|0.0|8900.42|8900.42|8900.35|8900.35
169|0.0|12869.40888|13019.54688|13019.54688|13019.54688
170|0.0|56359.82|56359.82|54555.98|54555.98
171|0.0|126937.79427|126937.79427|124684.55631|124684.55631
172|0.0|3030.879|3030.879|1899.169|1899.169
173|0.0|175805.8377|181484.74449|181484.74449|181484.74449
174|0.0|268699.36943|268699.36943|267650.44069|267650.44069
175|0.0|1296.77394|1296.77394|1251.43256|1251.43256
176|63.75999999998021|158235.58917|161438.61829|161438.61829|161438.61829
177|2.9103830456733704e-11|139973.382|139973.382|136940.29092|136940.29092
178|0.0|201166.605|201166.605|196511.42|196511.42
179|0.0|23950.95416|23950.95416||
180|0.0|62428.37204|62428.37204|61189.15595|61189.15595
181|0.0|8599.01184|8599.01184|8052.80539|8052.80539
182|43.04999999998836|361002.51976|361002.51976|359681.05219|359681.05219
183|0.0|9029.43|9029.43|8981.49|8981.49
184|0.0|82332.57978|82332.57978|81687.54569|81687.54569
185|0.0|249340.32357|249340.32357||
186|0.0|3027444.11833|3027444.11833|2975160.12189|2975160.12189
187|0.0|55229.18352|55229.18352|54461.17049|54461.17049
188|106.1600000000326|414140.18257|414140.18257|401906.25463|401906.25463
189|0.0|260510.15571|260510.15571|254389.33579|254389.33579
190|0.0|4635.25328|4635.25328|4392.91116|4392.91116
191|0.0|209530.12|209530.12|203179.76|203179.76
192|0.0|24232.05314|24232.05314|23838.53964|23838.53964
193|0.0|371598.83|371598.83||
194|0.0|67898.34|67898.34|65867.42|65867.42
195|0.0|47992.09296|47992.09296|46566.77693|46566.77693
196|0.0|118595.61|118891.19|118891.19|118891.19
197|0.0|184579.23|184579.23|181913.4|181913.4
198|0.0|78921.48728|78921.48728|77237.5408|77237.5408
199|0.0|1638.937314|1638.937314|1534.32276|1534.32276
200|0.0|42824.32|42824.32|42145.25|42145.25
201|0.0|249345.46311|256423.11764|256423.11764|256423.11764
202|0.0|1202.982|1202.982||
203|0.0|3332.59535|3332.59535|3116.57616|3116.57616
204|0.0|139885.16363|139885.16363|139698.27207|139698.27207
205|0.0|302342.38276|302342.38276|297371.95213|297371.95213
206|0.0|13294.9269|13294.9269|12648.39316|12648.39316
207|306.8500000000349|367290.51|375947.9|375947.9|375947.9
208|0.0|9067.8954|9067.8954|9055.41654|9055.41654
209|0.0|70646.02732|70646.02732|70234.57937|70234.57937
210|0.0|53259.17067|53259.17067|50458.95482|50458.95482
211|0.0|233091.27624|233091.27624|222809.72728|222809.72728
212|0.0|323598.85263|323598.85263|319679.19324|319679.19324
213|0.0|134556.06888|134556.06888|130216.7993|130216.7993
214|0.0|15564.00344|15564.00344|15468.62836|15468.62836
215|0.0|89402.62|89402.62|86383.98|86383.98
216|0.0|72546.25|72546.25|71138.35|71138.35
217|0.0|128389.01072|128389.01072|125827.87364|125827.87364
218|0.0|658897.65356|658897.65356|652303.39146|652303.39146
219|0.0|37603.7978|37603.7978|36913.34256|36913.34256
220|0.0|1047.5896|1047.5896|847.35861|847.35861
221|0.0|7308.7441|7308.7441|7105.40984|7105.40984
222|0.0|75672.38112|75672.38112||
223|0.0|101622.77126|101622.77126|100358.30911|100358.30911
224|0.0|49782.74896|49782.74896|49493.35017|49493.35017
225|0.0|389.904826|389.904826|288.265356|288.265356
226|0.0|12575.15|12575.15|21744.66|21744.66
227|0.0|1749.5844|1749.5844|1563.73438|1563.73438
228|0.0|535.16002|535.16002|502.36072|502.36072
229|0.0|75940.28438|75940.28438|75229.67346|75229.67346
230|0.0|59522.84377|59522.84377|58728.33321|58728.33321
231|0.0|127553.46578|127553.46578|125548.98009|125548.98009
232|0.0|1772.13516|1772.13516|1663.886|1663.886
233|0.0|88523.75749|90909.27519|90909.27519|90909.27519
234|0.0|409609.92698|409609.92698|403077.59796|403077.59796
235|0.0|43179.0628|43179.0628|42583.34457|42583.34457
236|0.0|243349.73336|243349.73336|243242.63694|243242.63694
237|329.1600000000326|869540.24795|869540.24795|863545.52905|863545.52905
238|0.0|1132.57854|1132.57854|1124.55|1124.55
239|0.0|310154.57167|310154.57167||
240|0.0|56202.22993|58258.46574|58258.46574|58258.46574
241|0.0|283239.52752|283239.52752|277455.43151|277455.43151
242|0.0|296177.69|296177.69||
243|242.38000000000463|260279.66|266753.28|266753.28|266753.28
244|0.0|881.82803|895.95573|895.95573|895.95573
245|0.0|13398.45|13398.45|13398.33|13398.33
246|0.0|136068.33265|136068.33265|134211.23653|134211.23653
247|0.0|19007.16446|19007.16446|18538.31132|18538.31132
248|0.0|1467.15|1467.15|1467.14|1467.14
249|0.0|67830.3282|69082.9668|69082.9668|69082.9668
250|0.0|56086.66018|56086.66018|55260.14644|55260.14644
251|0.0|109834.47|109834.47|109692.72|109692.72
252|0.0|91445.4061|91685.45976|91685.45976|91685.45976
253|0.0|3858.83532|3858.83532|3591.37611|3591.37611
254|0.0|455993.62|455993.62|454844.22|454844.22
255|0.0|995815.30396|995815.30396|962111.78458|962111.78458
256|0.0|1935.18|1935.18|1935.16|1935.16
257|0.0|13484.58576|13484.58576|12768.59133|12768.59133
258|0.0|1298.88935|1325.224188|1325.224188|1325.224188
259|0.0|37920.62328|37920.62328|36360.13346|36360.13346
260|0.0|3577.29147|3577.29147|3549.1047|3549.1047
261|0.0|304279.19259|304279.19259|302738.45133|302738.45133
262|0.0|21302.8722|21615.8026|21615.8026|21615.8026
263|0.0|140578.12086|140578.12086|138415.20156|138415.20156
264|0.0|34465.24991|34465.24991|34251.07364|34251.07364
265|0.0|103388.13256|103388.13256||
266|1.4551915228366852e-11|86936.085|86936.085||
267|0.0|41372.87487|41372.87487|39620.98661|39620.98661
268|0.0|5583.63|8094.71|17821.73|17821.73
269|0.0|97702.10359|97702.10359|97018.48315|97018.48315
270|0.0|1362.3204|1362.3204|1334.68766|1334.68766
271|0.0|2936.62265|2936.62265|2791.334|2791.334
272|0.0|596148.21718|596148.21718|592569.47561|592569.47561
273|0.0|33771.28|33771.28||
274|0.0|134832.49|134832.49|133202.24|133202.24
275|0.0|27527.4187|28519.98926|28519.98926|28519.98926
276|0.0|95784.46827|95784.46827|94266.06186|94266.06186
277|0.0|258672.21725|258672.21725|250370.96445|250370.96445
278|-9.094947017729282e-13|5148.12102|5148.12102|4668.37542|4668.37542
279|67.0799999999872|185403.43|185403.43|184441.3|184441.3
280|0.0|10407.97753|10407.97753|10337.11213|10337.11213
281|-1.4551915228366852e-11|70918.37614|70918.37614|68862.10422|68862.10422
282|0.0|56182.86|56257.94|56257.94|56257.94
283|0.0|49679.14952|50546.84509|50546.84509|50546.84509
284|0.0|60168.74|60168.74|59297.29|59297.29
285|0.0|93242.40969|93242.40969||
286|0.0|2927.56225|2927.56225|2863.18767|2863.18767
287|0.0|39771.93517|39771.93517|39403.7518|39403.7518
288|31.34999999997672|362860.88739|362860.88739|361394.82568|361394.82568
289|191.6800000000512|544653.18827|544653.18827|530296.79027|530296.79027
290|0.0|3462.92935|3462.92935|3139.69968|3139.69968
291|0.0|237617.58294|237617.58294|236660.92294|236660.92294
292|0.0|4650.18407|4650.18407|4428.8881|4428.8881
293|0.0|5496.10503|5496.10503|5296.8564|5296.8564
294|0.0|3406.57084|3406.57084|3308.055|3308.055
295|0.0|19840.18|19840.18|19839.92|19839.92
296|0.0|72162.26208|72162.26208|71482.8395|71482.8395
297|0.0|58351.82221|58351.82221|56448.59393|56448.59393
298|0.0|286967.622|286967.622|280636.96882|280636.96882
299|0.0|223248.30536|228110.04697|228110.04697|228110.04697
300|0.0|44677.87|44677.87|44089.7|44089.7
301|0.0|319846.0974|325003.53674|325003.53674|325003.53674
302|0.0|594.91692|594.91692|489.65416|489.65416
303|0.0|38384.36077|38384.36077||
304|0.0|113843.34376|117052.7344|117052.7344|117052.7344
305|0.0|36671.59752|36671.59752||
306|0.0|93791.44341|93791.44341|93735.74941|93735.74941
307|0.0|106670.61655|106670.61655|105548.27365|105548.27365
308|0.0|46556.73288|46556.73288|45214.48321|45214.48321
309|0.0|445940.33|445940.33||
310|0.0|11450.28857|11450.28857|11325.1364|11325.1364
311|0.0|14857.60808|15173.54128|15173.54128|15173.54128
312|0.0|246300.35926|246300.35926|242238.57298|242238.57298
313|0.0|22026.938952|26016.526627|26016.526627|26016.526627
314|0.0|176656.45|176656.45|176648.35|176648.35
315|15.210000000006405|89662.66387|89662.66387||
316|0.0|40276.96254|40301.1707|40301.1707|40301.1707
317|9.094947017729282e-13|4345.72187|4345.72187|4157.23728|4157.23728
318|0.0|1450222.94723|1450222.94723||
319|0.0|130777.8734|130777.8734|129111.0388|129111.0388
320|0.0|48075.33835|48075.33835|45760.17551|45760.17551
321|7.275957614183426e-12|63400.52762|63693.53525|63693.53525|63693.53525
322|0.0|197796.00423|197796.00423||
323|0.0|389595.7|389595.7||
324|0.0|4519.13176|4519.13176|4290.86249|4290.86249
325|0.0|341275.60313|341275.60313|338365.92263|338365.92263
326|0.0|63840.78|64084.31512|64084.31512|64084.31512
327|0.0|64265.99952|64265.99952|62972.06785|62972.06785
328|0.0|6541.55318|6776.63322|6776.63322|6776.63322
329|0.0|605352.32172|605352.32172|604923.4011|604923.4011
330|0.0|397954.30649|415201.05705|415201.05705|415201.05705
331|0.0|62230.74|62230.74|61411.53|61411.53
332|0.0|299198.92518|299198.92518|292799.07215|292799.07215
333|0.0|197390.61|197390.61|196468.05|196468.05
334|0.0|84512.28356|84512.28356|84400.12864|84400.12864
335|44.679999999993015|157286.61|157286.61|152880.09|152880.09
336|0.0|61270.13694|61270.13694|60143.07194|60143.07194
337|0.0|36276.38928|36276.38928||
338|0.0|37043.60881|37043.60881|36762.78805|36762.78805
339|0.0|9163.0879|9526.44368|9526.44368|9526.44368
340|0.0|113000.01|113000.01||
341|0.0|233236.45723|233236.45723|228817.23601|228817.23601
342|0.0|953.64002|953.64002|873.74003|873.74003
343|0.0|11081.1285|11081.1285|10637.85998|10637.85998
344|0.0|25076.54495|25076.54495|25063.31882|25063.31882
345|0.0|9372.09857|9372.09857||
346|0.0|415178.76152|415178.76152|414003.92797|414003.92797
347|0.0|188573.92712|188573.92712|187064.45739|187064.45739
348|58.34999999999127|92688.87|92688.87|91663.4|91663.4
349|0.0|47656.05222|47656.05222|46583.55272|46583.55272
350|0.0|7465.65525|7465.65525||
351|0.0|45474.53|45720.1|47253.63|47253.63
352|0.0|260797.82368|260878.23664|260878.23664|260878.23664
353|0.0|11175.29904|11175.29904|10861.49328|10861.49328
354|0.0|138769.93445|138769.93445|133528.87639|133528.87639
355|0.0|24620.690368|24620.690368|24291.465508|24291.465508
356|0.0|3022.3128|3022.3128|2863.15881|2863.15881
357|0.0|3480.51484|3480.51484|3345.76714|3345.76714
358|0.0|194.68971|992.27541|992.27541|992.27541
359|0.0|25125.4|25125.4|22099.9|22099.9
360|0.0|83998.54256|83998.54256|82220.31718|82220.31718
361|0.0|4338.44334|4338.44334|4302.7119|4302.7119
362|0.0|9397.146|9397.146|9262.50062|9262.50062
363|0.0|33692.58872|33692.58872||
364|0.0|105517.23025|105517.23025|101667.27531|101667.27531
365|373.4200000000419|489978.02883|508059.18436|508059.18436|508059.18436
366|0.0|829.903641|829.903641|782.72404|782.72404
367|0.0|4781.23|4781.23|4781.19|4781.19
368|0.0|506273.21628|506273.21628|498283.16899|498283.16899
369|0.0|43306.78296|43306.78296|42652.7207|42652.7207
370|0.0|5851.0023|5851.0023|5590.45179|5590.45179
371|0.0|3682.08994|3762.5035|3774.46455|3774.46455
372|0.0|42110.43564|42110.43564|41343.97564|41343.97564
373|0.0|7404.70788|7404.70788|7093.0965|7093.0965
374|0.0|10657.30034|10657.30034|10466.23583|10466.23583
375|0.0|261962.03676|261962.03676|252474.53706|252474.53706
376|0.0|123714.39114|123714.39114|75213.25876|75213.25876
377|3.4099999999962165|42791.71251|42791.71251|40845.53787|40845.53787
378|0.0|390157.89689|397475.13713|397475.13713|397475.13713
379|0.0|116168.75529|116168.75529||
380|0.0|41948.96259|41948.96259|41520.4945|41520.4945
381|0.0|119973.05798|119973.05798|116904.48746|116904.48746
382|0.0|9515.2238|9515.2238|9509.67638|9509.67638
383|0.0|47517.50488|47517.50488|46344.25784|46344.25784
384|0.0|46918.17811|46918.17811||
385|0.0|26798.27649|26798.27649|26658.56927|26658.56927
386|0.0|30390.83637|30390.83637|29815.0412|29815.0412
387|-2.9103830456733704e-11|261589.34443|261589.34443|251341.8502|251341.8502
388|2372.9799999999814|148664.92408|148757.75508|148757.75508|148757.75508
389|0.0|39492.95316|39492.95316|38520.90324|38520.90324
390|0.0|336635.88988|336635.88988|183187.69548|183187.69548
391|1704.5700000000652|2073974.22392|2073974.22392|2000690.02891|2000690.02891
392|0.0|86577.6|86577.6|83900.16|83900.16
393|0.0|519855.34086|519855.34086||
394|-5.820766091346741e-11|281622.81943|281622.81943|281032.44803|281032.44803
395|42.94999999999709|81352.18705|81352.18705|80109.04157|80109.04157
396|0.0|9056.89502|9056.89502|8667.0764|8667.0764
397|0.0|226594.57607|226594.57607|225593.4724|225593.4724
398|0.0|10746.61563|10746.61563|10231.7831|10231.7831
399|105.69000000000231|254689.50074|254689.50074||
400|2.273736754432321e-13|1383.18072|1398.54825|1398.54825|1398.54825
401|0.0|75618.97133|75618.97133|73812.25072|73812.25072
402|0.0|895.68147|895.68147|821.78618|821.78618
403|0.0|5923.26165|6120.27616|6120.27616|6120.27616
404|0.0|34518.52456|35200.49971|35200.49971|35200.49971
405|580.2900000000373|544854.99|544854.99|533437.66|533437.66
406|0.0|37194.94014|37194.94014|35763.65147|35763.65147
407|0.0|66178.2717|67010.26846|67010.26846|67010.26846
408|0.0|13761.30957|13761.30957|12113.72568|12113.72568
409|0.0|103259.16222|105199.48678|105199.48678|105199.48678
410|0.0|45880.79496|46660.10162|46660.10162|46660.10162
411|0.0|409418.69493|409418.69493||
412|0.0|3586.598988|3586.598988|3488.51905|3488.51905
413|0.0|96903.80486|96903.80486|97717.67439|97717.67439
414|0.0|63198.14766|64076.68824|64076.68824|64076.68824
415|0.0|1172306.69268|1172306.69268|1154361.48051|1154361.48051
416|0.0|12393.90451|12393.90451|12335.35725|12335.35725
417|0.0|4853.01754|4853.01754|4665.64992|4665.64992
418|0.0|341700.42611|341700.42611|337139.85866|337139.85866
419|0.0|28809.34|29269.68352|29269.68352|29269.68352
420|0.0|62470.44115|62470.44115|61848.77969|61848.77969
421|0.0|75420.71625|75420.71625|74358.46619|74358.46619
422|0.0|32245.12397|32245.12397|31107.58337|31107.58337
423|93.11999999999534|51439.81|51818.97|51818.97|51818.97
424|0.0|560798.08368|572376.729|572376.729|572376.729
425|0.0|144746.18253|146108.31335|146108.31335|146108.31335
426|148.0|490307.14793|490307.14793|485814.54694|485814.54694
427|0.0|134167.96231|134167.96231|133141.59191|133141.59191
428|-1.1641532182693479e-10|809648.09405|823974.81954|826947.84609|826947.84609
429|0.0|699702.52725|722056.98482|722056.98482|722056.98482
430|0.0|255170.06|255170.06||
431|0.0|117896.08|117896.08|116954.94|116954.94
432|0.0|15219.69042|15219.69042|15192.99042|15192.99042
433|0.0|116547.98232|116547.98232|112921.4339|112921.4339
434|0.0|689656.47815|689656.47815|688691.87707|688691.87707
435|0.0|35597.1902|35597.1902|34695.66698|34695.66698
436|0.0|784194.79961|784194.79961||
437|0.0|114959.70209|114959.70209|114219.86563|114219.86563
438|0.0|299803.44|310568.69|310568.69|310568.69
439|4721.279999999999|185824.1251|185824.1251|179913.64874|179913.64874
440|0.0|4585.55192|4585.55192|4448.0196|4448.0196
441|415.8800000000047|797595.92|809572.51|809572.51|809572.51
442|0.0|8606.92031|8606.92031|8319.48732|8319.48732
443|11.840000000003783|46805.43067|46805.43067|45029.68851|45029.68851
444|0.0|485470.32948|485470.32948|473133.20998|473133.20998
445|0.0|209656.89494|209656.89494|304214.18654|304214.18654
446|0.0|238310.30581|238310.30581|234842.16744|234842.16744
447|-1.4551915228366852e-11|83205.99435|83205.99435|82408.66228|82408.66228
448|0.0|53867.85|53867.85|53449.16|53449.16
449|229.0800000000163|287677.31787|287677.31787|283027.59153|283027.59153
450|0.0|43581.8058|43581.8058|43295.42197|43295.42197
451|49.97999999998137|179025.254|185999.31|185999.31|185999.31
452|0.0|3503.57492|3503.57492|3286.4724|3286.4724
453|0.0|300667.47255|300667.47255|294806.71089|294806.71089
454|84.52999999999884|82825.55|82825.55|73560.68|73560.68
455|0.0|73541.64|73541.64|72148.98|72148.98
456|0.0|26521.13643|26521.13643|25727.16465|25727.16465
457|0.0|357395.04089|357395.04089|354403.16079|354403.16079
458|0.0|2683.9612|2683.9612|2268.00696|2268.00696
459|0.0|10330.4392|10330.4392|9971.892|9971.892
460|10987.719999999972|452918.24091|452918.24091|449580.99808|449580.99808
461|1108.7799999999988|126240.16917|126240.16917|125915.41918|125915.41918
462|0.0|80650.33972|81904.23533|81904.23533|81904.23533
463|0.0|20911.16688|20911.16688||
464|0.0|13865.22677|13865.22677|13681.29324|13681.29324
465|0.0|28579.0717|28579.0717|28525.05834|28525.05834
466|0.0|57866.88177|57866.88177|57533.77634|57533.77634
467|0.0|454687.14476|454687.14476|439462.16497|439462.16497
468|0.0|192526.50369|192526.50369|192320.65915|192320.65915
469|0.0|2173.22|2173.22|2105.75542|2105.75542
470|1.8189894035458565e-12|7500.16689|7500.16689|7214.53438|7214.53438
471|0.0|408284.52133|408284.52133|405648.06087|405648.06087
472|0.0|73208.7414|73208.7414|70709.17388|70709.17388
473|0.0|266406.78522|266406.78522||
474|0.0|107978.75|107978.75|107764.3|107764.3
475|-1.4551915228366852e-11|76466.75703|76466.75703|75671.60118|75671.60118
476|0.0|5360.64442|5512.3457|5512.3457|5512.3457
477|0.0|139603.78456|142158.3426|142158.3426|142158.3426
478|0.0|168843.23848|168843.23848|162551.90902|162551.90902
479|0.0|267601.69|267601.69|263454.92|263454.92
480|0.0|41186.3308|41186.3308|40103.07243|40103.07243
481|0.0|573626.37|573626.37|539281.98|539281.98
482|20.24000000004889|362220.58799|362220.58799|357575.88783|357575.88783
